,Country Name,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
208,Uruguay,URY,76.24118317,77.05823814,82.28752983,78.8672407,79.82603555,80.17840561,79.36637871,80.5687098,81.3146059,84.01025814,82.65739988,84.82342295,85.20002557,85.5273876,85.85208881,86.2233739,86.772768,88.608731,88.937183,89.04535758,90.23718759,94.44,93.2659185,97.043614,97.450928,97.947709,100,NaN
209,Uzbekistan,UZB,97.80228325,98.03138597,98.25629256,98.47422359,98.68159121,98.8746149,99.3,99.19937724,99.32299999,99.41872485,99.48724207,99.53194929,99.5,99.57581886,99.59062965,99.61538569,99.30763179,99.75330849,99.84763969,99.93020896,99.97914767,99.99672481,99.99985654,100,100,100,100,NaN
210,Vanuatu,VUT,NaN,NaN,NaN,NaN,4.085526853,2.612223442,1.13892003,2.594014183,4.028715122,3.179938925,6.849902236,8.251511612,9.641469168,11.02455046,12.41025018,13.80536029,10.44,18.01488834,18.11284448,17.37355663,21.11720503,22.65367295,24.20904277,8.5,27.36298591,28.95500681,46.44,NaN
211,"Venezuela, RB",VEN,85.07472999,85.21867146,97.329876,85.54616116,85.69104814,86.1198267,86.60404693,87.00797101,87.29686532,87.43771697,87.40172226,87.21715943,87.12630451,87.08340922,87.0383385,87.04510322,87.1552992,87.42567848,87.89709624,88.55841236,89.38514761,89.6336006,91.43391794,92.60355368,93.83439468,95.1020808,96.38437544,NaN
212,Vietnam,VNM,68.01199509,69.42073666,70.83941824,72.25979099,73.68445324,75.11683663,76.5465972,73.7,79.38524188,80.77856669,82.13366567,83.48402507,86.6,86.19875454,87.57910455,95.2,94.9,91.91100884,93.4449581,94.6,96.6602918,97.75,100,100,98.9,100,100,NaN
213,Virgin Islands (U.S.),VIR,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NaN
214,West Bank and Gaza,PSE,92.14706147,92.59984024,93.06623849,93.54112436,94.01652754,94.48479969,94.93713817,92.92822377,95.7801888,96.16248382,99.3,96.76884049,97.01582718,97.7,97.15,97.70064567,99.4,94.24,98.60912244,95.66,99.7,98.39,100,100,100,100,100,NaN
215,"Yemen, Rep.",YEM,22.09033181,23.34852201,33.9,25.87421365,27.13588738,28.44460747,29.78923159,27.1,32.44502046,33.74734603,35.02951549,36.29848372,37.5592916,38.82096077,32.24,27.56,37.73431133,44.03274605,45.41685643,46.84079686,48.30111549,49.79574167,51.32254899,65.2,53.23,56.06463225,57.69116241,NaN
216,Zambia,ZMB,1.8,2.45,3.1,1.020530973,1.614234054,2.200350049,1.5,3.332000361,2,4.383111875,2.2,4.953131426,2.9,3,3.1,4.401629199,4.237415169,3,3.929028566,3.789539259,3.1,3.520579529,3.379384067,3.226658267,3.8,3.7,2.657745746,NaN
217,Zimbabwe,ZWE,7.831814497,7.51522413,3.035921275,7.195429209,3.4,7.304749567,7.333690819,7.340584653,7.319880203,8.3,7.179767276,7.065383384,7.15528002,7.406050929,7.972557432,8.540355013,8.7,9.713194732,10.33172286,17.45283019,11.6285987,13.3,12.98164418,13.66991771,9.8,9.7,15.57558371,NaN
